Method,Dataset,Sample_Index,Original_Class,Counterfactual_Class,Generation_Time,Tp_Sparsity,Seg_Sparsity,L1,L2,DTW,Orig_Rob_Gauss_eps0.00,Orig_Conf_Gauss_eps0.00,Orig_Rob_Adv_eps0.00,Orig_Conf_Adv_eps0.00,CF_Rob_Gauss_eps0.00,CF_Conf_Gauss_eps0.00,CF_Rob_Adv_eps0.00,CF_Conf_Adv_eps0.00,Orig_Rob_Gauss_eps0.20,Orig_Conf_Gauss_eps0.20,Orig_Rob_Adv_eps0.20,Orig_Conf_Adv_eps0.20,CF_Rob_Gauss_eps0.20,CF_Conf_Gauss_eps0.20,CF_Rob_Adv_eps0.20,CF_Conf_Adv_eps0.20,Orig_Rob_Gauss_eps0.40,Orig_Conf_Gauss_eps0.40,Orig_Rob_Adv_eps0.40,Orig_Conf_Adv_eps0.40,CF_Rob_Gauss_eps0.40,CF_Conf_Gauss_eps0.40,CF_Rob_Adv_eps0.40,CF_Conf_Adv_eps0.40,Orig_Rob_Gauss_eps0.60,Orig_Conf_Gauss_eps0.60,Orig_Rob_Adv_eps0.60,Orig_Conf_Adv_eps0.60,CF_Rob_Gauss_eps0.60,CF_Conf_Gauss_eps0.60,CF_Rob_Adv_eps0.60,CF_Conf_Adv_eps0.60,Orig_Rob_Gauss_eps0.80,Orig_Conf_Gauss_eps0.80,Orig_Rob_Adv_eps0.80,Orig_Conf_Adv_eps0.80,CF_Rob_Gauss_eps0.80,CF_Conf_Gauss_eps0.80,CF_Rob_Adv_eps0.80,CF_Conf_Adv_eps0.80,Orig_Rob_Gauss_eps1.00,Orig_Conf_Gauss_eps1.00,Orig_Rob_Adv_eps1.00,Orig_Conf_Adv_eps1.00,CF_Rob_Gauss_eps1.00,CF_Conf_Gauss_eps1.00,CF_Rob_Adv_eps1.00,CF_Conf_Adv_eps1.00,Orig_Rob_Gauss_eps1.20,Orig_Conf_Gauss_eps1.20,Orig_Rob_Adv_eps1.20,Orig_Conf_Adv_eps1.20,CF_Rob_Gauss_eps1.20,CF_Conf_Gauss_eps1.20,CF_Rob_Adv_eps1.20,CF_Conf_Adv_eps1.20,Orig_Rob_Gauss_eps1.40,Orig_Conf_Gauss_eps1.40,Orig_Rob_Adv_eps1.40,Orig_Conf_Adv_eps1.40,CF_Rob_Gauss_eps1.40,CF_Conf_Gauss_eps1.40,CF_Rob_Adv_eps1.40,CF_Conf_Adv_eps1.40,Orig_Rob_Gauss_eps1.60,Orig_Conf_Gauss_eps1.60,Orig_Rob_Adv_eps1.60,Orig_Conf_Adv_eps1.60,CF_Rob_Gauss_eps1.60,CF_Conf_Gauss_eps1.60,CF_Rob_Adv_eps1.60,CF_Conf_Adv_eps1.60,Orig_Rob_Gauss_eps1.80,Orig_Conf_Gauss_eps1.80,Orig_Rob_Adv_eps1.80,Orig_Conf_Adv_eps1.80,CF_Rob_Gauss_eps1.80,CF_Conf_Gauss_eps1.80,CF_Rob_Adv_eps1.80,CF_Conf_Adv_eps1.80,Orig_Rob_Gauss_eps2.00,Orig_Conf_Gauss_eps2.00,Orig_Rob_Adv_eps2.00,Orig_Conf_Adv_eps2.00,CF_Rob_Gauss_eps2.00,CF_Conf_Gauss_eps2.00,CF_Rob_Adv_eps2.00,CF_Conf_Adv_eps2.00
AB_CF,TwoLeadECG,661,0,1,0.1016,0.9024,0.9,2.0981,0.958,0.7361,1.0,0.6327352523803711,0.0,0.0002888475719373673,1.0,0.8624771237373352,1.0,0.9997110962867737,1.0,0.7521944642066956,0.0,0.0001082598464563489,1.0,0.6882673501968384,1.0,0.9972667694091797,1.0,0.9750366806983948,0.0,0.000164314333233051,1.0,0.5463760495185852,1.0,0.9751338958740234,1.0,0.9963608384132385,0.0,0.0007162003312259912,0.0,0.019088612869381905,1.0,0.8922110795974731,1.0,0.9952942728996277,0.0,0.003111338708549738,0.0,0.02558981627225876,1.0,0.7383758425712585,1.0,0.9951000809669495,0.0,0.010253400541841984,0.0,0.005139803513884544,1.0,0.5667275786399841,1.0,0.9347216486930847,0.0,0.02643035352230072,0.0,0.03489551320672035,0.0,0.4156033396720886,1.0,0.9974508881568909,0.0,0.05263306200504303,0.0,0.006807657424360514,0.0,0.3059706687927246,1.0,0.9929591417312622,0.0,0.08683653175830841,0.0,0.10760311782360077,0.0,0.17917753756046295,1.0,0.9913331866264343,0.0,0.12773394584655762,0.0,0.14216767251491547,0.0,0.1023174524307251,1.0,0.9011250138282776,0.0,0.19121018052101135,0.0,0.131577268242836,0.0,0.058913879096508026
AB_CF,TwoLeadECG,1098,0,1,0.117,0.7073,0.7,4.6011,1.1187,0.8662,1.0,0.9910454154014587,0.0,0.00012489143409766257,1.0,0.6942992210388184,1.0,0.9999295473098755,1.0,0.9902399778366089,0.0,4.949494905304164e-05,0.0,0.2730087339878082,1.0,0.9998805522918701,1.0,0.9994907379150391,0.0,3.841058787656948e-05,0.0,0.1135430708527565,1.0,0.9998045563697815,1.0,0.9990492463111877,0.0,6.488434155471623e-05,0.0,0.00936692301183939,1.0,0.9996570348739624,1.0,0.998273491859436,0.0,0.00014125354937277734,0.0,0.014233053661882877,1.0,0.9991451501846313,1.0,0.9996259212493896,0.0,0.00037630661972798407,0.0,0.0021626679226756096,1.0,0.9972915053367615,1.0,0.9951809644699097,0.0,0.0018471850780770183,0.0,0.031046012416481972,1.0,0.990081250667572,1.0,0.9965294003486633,0.0,0.00846896693110466,0.0,0.006629487033933401,1.0,0.9530126452445984,1.0,0.9996950626373291,0.0,0.02983728051185608,0.0,0.07423215359449387,1.0,0.8032385110855103,1.0,0.9851337671279907,0.0,0.08365029841661453,0.0,0.18687334656715393,1.0,0.5220533013343811,1.0,0.9934644103050232,0.0,0.17702093720436096,0.0,0.08407856523990631,0.0,0.2747354805469513
AB_CF,TwoLeadECG,188,1,0,0.1205,0.3171,0.3,9.6885,2.1543,0.8141,1.0,0.9993759989738464,1.0,0.9999760389328003,1.0,0.690689742565155,0.0,0.0001299693394685164,1.0,0.9975008368492126,1.0,0.9999158382415771,1.0,0.8097602725028992,0.0,5.638065704260953e-05,1.0,0.9455261826515198,1.0,0.999565064907074,1.0,0.9171182513237,0.0,9.951816900866106e-05,0.0,0.3578793704509735,1.0,0.9975078105926514,1.0,0.9982241988182068,0.0,0.0005085732555016875,0.0,0.026906022801995277,1.0,0.9858711361885071,1.0,0.9926872253417969,0.0,0.002155562862753868,0.0,0.09447178989648819,1.0,0.907454252243042,1.0,0.9945082068443298,0.0,0.006871778517961502,0.0,0.09114251285791397,1.0,0.6754714250564575,1.0,0.996722400188446,0.0,0.019112251698970795,0.0,0.05425421893596649,0.0,0.42990607023239136,1.0,0.8643383979797363,0.0,0.0461864173412323,0.0,0.14624223113059998,0.0,0.26013919711112976,1.0,0.9645180106163025,0.0,0.1076262816786766,0.0,0.15927952527999878,0.0,0.17058514058589935,1.0,0.5367217659950256,0.0,0.19630049169063568,0.0,0.09674389660358429,0.0,0.13168089091777802,1.0,0.9893525838851929,0.0,0.31248363852500916
AB_CF,TwoLeadECG,1097,1,0,0.1091,0.7073,0.7,7.8096,2.1769,0.7767,1.0,0.9990334510803223,1.0,0.9999896287918091,1.0,0.6205262541770935,0.0,0.0001339651207672432,1.0,0.9969981908798218,1.0,0.9999589920043945,1.0,0.7073273658752441,0.0,6.238013156689703e-05,0.0,0.4565560519695282,1.0,0.9997114539146423,1.0,0.9978508949279785,0.0,7.212485070340335e-05,1.0,0.5930320620536804,1.0,0.9978941082954407,1.0,0.9983862638473511,0.0,0.0001924828247865662,0.0,0.2977481782436371,1.0,0.9866624474525452,1.0,0.9964638352394104,0.0,0.0009191572316922247,0.0,0.0518571175634861,1.0,0.9157769083976746,1.0,0.9994200468063354,0.0,0.004595407750457525,0.0,0.015233921818435192,1.0,0.6476306319236755,1.0,0.9995630383491516,0.0,0.022928565740585327,0.0,0.10373537987470627,0.0,0.3361940085887909,1.0,0.9932873845100403,0.0,0.09764726459980011,0.0,0.10369700938463211,0.0,0.14961929619312286,1.0,0.9989631175994873,0.0,0.27953454852104187,0.0,0.10298772901296616,0.0,0.07255368679761887,1.0,0.9719523787498474,0.0,0.4884944260120392,0.0,0.16487880051136017,0.0,0.04346711188554764,1.0,0.8838074207305908,1.0,0.635417640209198
AB_CF,TwoLeadECG,320,0,1,0.1114,0.5122,0.5,5.7755,1.3675,0.9533,1.0,0.9780981540679932,0.0,0.00033669834374450147,1.0,0.8488040566444397,1.0,0.9998438358306885,1.0,0.9851964712142944,0.0,0.00011341927165631205,0.0,0.3396235704421997,1.0,0.9996469020843506,1.0,0.9747130870819092,0.0,7.702893344685435e-05,0.0,0.4273494482040405,1.0,0.998845100402832,1.0,0.9983437061309814,0.0,0.00011240503954468295,0.0,0.0010400359751656651,1.0,0.9956976175308228,1.0,0.9993282556533813,0.0,0.0002795913314912468,0.0,0.10234058648347855,1.0,0.9798017740249634,1.0,0.9968093037605286,0.0,0.0009689235594123602,0.0,0.049069661647081375,1.0,0.8987829089164734,1.0,0.996778666973114,0.0,0.004050631541758776,0.0,0.022912295535206795,1.0,0.6515087485313416,1.0,0.9992271661758423,0.0,0.013877998106181622,0.0,0.20324131846427917,0.0,0.36673596501350403,1.0,0.9951263666152954,0.0,0.040640708059072495,0.0,0.0028928308747708797,0.0,0.16833195090293884,1.0,0.977624773979187,0.0,0.1070311889052391,0.0,0.015901049599051476,0.0,0.07147175818681717,1.0,0.7180017828941345,0.0,0.2141217589378357,0.0,0.2213747203350067,0.0,0.03326092287898064
AB_CF,TwoLeadECG,521,1,0,0.1167,0.3171,0.3,12.7676,2.7214,0.8965,1.0,0.9986293315887451,1.0,0.9999872446060181,1.0,0.9395450949668884,0.0,0.00039015637594275177,1.0,0.9977926015853882,1.0,0.9999713897705078,1.0,0.9671698212623596,0.0,0.0001460324856452644,1.0,0.9256413578987122,1.0,0.9999265670776367,1.0,0.9983470439910889,0.0,0.00012255486217327416,0.0,0.16239427030086517,1.0,0.999725878238678,1.0,0.9987131357192993,0.0,0.00022793743119109422,0.0,0.14023885130882263,1.0,0.998855710029602,1.0,0.9976041913032532,0.0,0.0007461629575118423,0.0,0.01673673652112484,1.0,0.9935224652290344,1.0,0.9974489808082581,0.0,0.002913528587669134,0.0,0.016470113769173622,1.0,0.9590107202529907,1.0,0.998449444770813,0.0,0.011266668327152729,0.0,0.016400286927819252,1.0,0.7998208999633789,1.0,0.9822589159011841,0.0,0.03346224129199982,0.0,0.1563476175069809,1.0,0.5398014187812805,1.0,0.9175806641578674,0.0,0.08375301212072372,1.0,0.8257662653923035,0.0,0.3127027153968811,1.0,0.9969379901885986,0.0,0.17173540592193604,0.0,0.0900639146566391,0.0,0.18305328488349915,1.0,0.5380057096481323,0.0,0.26849856972694397
AB_CF,TwoLeadECG,648,1,0,0.1184,0.5122,0.5,14.7279,2.9656,1.5997,1.0,0.999687671661377,1.0,0.9999948740005493,1.0,0.8630236387252808,0.0,3.60775702574756e-05,1.0,0.9977788329124451,1.0,0.999991774559021,1.0,0.8910911083221436,0.0,1.3035852134635206e-05,1.0,0.9799935817718506,1.0,0.9999827146530151,1.0,0.9868932962417603,0.0,1.1895320312760305e-05,0.0,0.22601629793643951,1.0,0.9999510049819946,1.0,0.9995502829551697,0.0,2.4341712560271844e-05,0.0,0.0023308442905545235,1.0,0.9998475313186646,1.0,0.9993671774864197,0.0,5.541706195799634e-05,0.0,0.039883121848106384,1.0,0.9990763664245605,1.0,0.9990746974945068,0.0,0.00020586918981280178,0.0,0.0020678432192653418,1.0,0.9926042556762695,1.0,0.9998742341995239,0.0,0.0013820923632010818,0.0,0.012495400384068489,1.0,0.941429853439331,1.0,0.9972796440124512,0.0,0.009454451501369476,0.0,0.009101122617721558,1.0,0.7085921168327332,1.0,0.9614754319190979,0.0,0.06427805870771408,0.0,0.021779082715511322,0.0,0.40394434332847595,1.0,0.9956709146499634,0.0,0.29897570610046387,0.0,0.008265337906777859,0.0,0.21742773056030273,1.0,0.9944731593132019,1.0,0.596242368221283
AB_CF,TwoLeadECG,239,1,0,0.1233,0.6098,0.7,12.2909,3.3703,0.7629,1.0,0.9995203018188477,1.0,0.9999337196350098,1.0,0.628219723701477,0.0,0.0008557831752113998,1.0,0.9984480142593384,1.0,0.9993027448654175,1.0,0.908638596534729,0.0,0.0001867807877715677,1.0,0.8867054581642151,1.0,0.9944755434989929,1.0,0.8959737420082092,0.0,0.00015468132914975286,1.0,0.5700528025627136,1.0,0.9718093872070312,1.0,0.9886077642440796,0.0,0.0003383043804205954,0.0,0.19489943981170654,1.0,0.8854592442512512,1.0,0.8453969955444336,0.0,0.0012745417188853025,1.0,0.5581570863723755,1.0,0.7173780202865601,1.0,0.997103750705719,0.0,0.004424946382641792,1.0,0.5557330250740051,1.0,0.5322026610374451,1.0,0.9858160018920898,0.0,0.014069552533328533,0.0,0.10863381624221802,0.0,0.3838123679161072,1.0,0.998016357421875,0.0,0.029205292463302612,1.0,0.5105269551277161,0.0,0.2760332226753235,1.0,0.9153705835342407,0.0,0.0479443222284317,0.0,0.19026342034339905,0.0,0.21172980964183807,1.0,0.6546237468719482,0.0,0.07572641223669052,0.0,0.12860660254955292,0.0,0.17516854405403137,1.0,0.9960796236991882,0.0,0.12906131148338318
AB_CF,TwoLeadECG,174,0,1,0.0941,0.8049,0.8,2.4329,0.6988,0.4956,1.0,0.8164288997650146,0.0,2.1705573090002872e-05,1.0,0.5511312484741211,1.0,0.9999815225601196,1.0,0.9319853186607361,0.0,8.242286639870144e-06,0.0,0.43838295340538025,1.0,0.9999268054962158,1.0,0.9748972654342651,0.0,5.952056199021172e-06,1.0,0.643955647945404,1.0,0.9997724890708923,1.0,0.950337290763855,0.0,9.20130423764931e-06,0.0,0.04287638142704964,1.0,0.9993789196014404,1.0,0.998964786529541,0.0,2.0977333406335674e-05,0.0,0.03414381667971611,1.0,0.9981223940849304,1.0,0.9954301118850708,0.0,5.4240619647316635e-05,0.0,0.018421273678541183,1.0,0.9935758709907532,1.0,0.9978431463241577,0.0,0.0001632618805160746,0.0,0.00949300080537796,1.0,0.978080153465271,1.0,0.9498711824417114,0.0,0.0005244368221610785,0.0,0.003653807332739234,1.0,0.9255544543266296,1.0,0.9994256496429443,0.0,0.0016676615923643112,0.0,0.04520599916577339,1.0,0.7674163579940796,1.0,0.9844971895217896,0.0,0.005226230714470148,0.0,0.3504355251789093,1.0,0.5122696757316589,1.0,0.9550682306289673,0.0,0.0177936851978302,0.0,0.04429180547595024,0.0,0.30345821380615234
AB_CF,TwoLeadECG,427,0,1,0.1167,0.7073,0.7,7.6626,1.846,1.4321,1.0,0.9773721098899841,0.0,5.939556285738945e-05,1.0,0.8882269263267517,1.0,0.9999779462814331,1.0,0.9888466000556946,0.0,1.5932395399431698e-05,1.0,0.7173959016799927,1.0,0.9998998641967773,1.0,0.9991326928138733,0.0,8.93487231223844e-06,0.0,0.06514482200145721,1.0,0.9996446371078491,1.0,0.9996459484100342,0.0,2.3306438379222527e-05,0.0,0.009176691062748432,1.0,0.9988186955451965,1.0,0.9997968077659607,0.0,0.00011125464516226202,0.0,0.0007513893651776016,1.0,0.9954560995101929,1.0,0.9995686411857605,0.0,0.0005805242690257728,0.0,0.0004592777113430202,1.0,0.979548454284668,1.0,0.9963688850402832,0.0,0.0025452489499002695,0.0,0.02313484624028206,1.0,0.9145147800445557,1.0,0.9601516723632812,0.0,0.008783034980297089,0.0,0.0428072065114975,1.0,0.7449676394462585,1.0,0.9977287650108337,0.0,0.027008920907974243,0.0,0.3109300136566162,0.0,0.49196749925613403,1.0,0.9885519742965698,0.0,0.07483460754156113,0.0,0.3730471730232239,0.0,0.28720617294311523,1.0,0.9741588830947876,0.0,0.16435682773590088,0.0,0.10993070155382156,0.0,0.18101905286312103
